-79.834 0.00001
-79.224 0.00002
-78.613 0.00004
-78.003 0.00004
-77.393 0.00001
-76.782 0.00002
-76.172 0.00003
-75.562 0.00001
-74.951 0.00003
-74.341 0.00003
-73.730 0.00001
-73.120 0.00002
-72.510 0.00003
-71.899 0.00004
-71.289 0.00002
-70.679 0.00001
-70.068 0.00003
-69.458 0.00002
-68.848 0.00004
-68.237 0.00004
-67.627 0.00002
-67.017 0.00004
-66.406 0.00001
-65.796 0.00006
-65.186 0.00002
-64.575 0.00003
-63.965 0.00002
-63.354 0.00001
-62.744 0.00004
-62.134 0.00005
-61.523 0.00000
-60.913 0.00002
-60.303 0.00006
-59.692 0.00003
-59.082 0.00005
-58.472 0.00001
-57.861 0.00002
-57.251 0.00003
-56.641 0.00009
-56.030 0.00002
-55.420 0.00004
-54.810 0.00007
-54.199 0.00005
-53.589 0.00004
-52.979 0.00003
-52.368 0.00004
-51.758 0.00003
-51.147 0.00001
-50.537 0.00004
-49.927 0.00004
-49.316 0.00004
-48.706 0.00005
-48.096 0.00003
-47.485 0.00000
-46.875 0.00004
-46.265 0.00004
-45.654 0.00005
-45.044 0.00000
-44.434 0.00004
-43.823 0.00002
-43.213 0.00005
-42.603 0.00003
-41.992 0.00004
-41.382 0.00002
-40.771 0.00003
-40.161 0.00001
-39.551 0.00000
-38.940 0.00006
-38.330 0.00003
-37.720 0.00003
-37.109 0.00002
-36.499 0.00001
-35.889 0.00005
-35.278 0.00013
-34.668 0.00001
-34.058 0.00004
-33.447 0.00003
-32.837 0.00006
-32.227 0.00004
-31.616 0.00006
-31.006 0.00005
-30.396 0.00002
-29.785 0.00006
-29.175 0.00008
-28.564 0.00006
-27.954 0.00003
-27.344 0.00005
-26.733 0.00003
-26.123 0.00008
-25.513 0.00002
-24.902 0.00002
-24.292 0.00008
-23.682 0.00007
-23.071 0.00006
-22.461 0.00007
-21.851 0.00001
-21.240 0.00005
-20.630 0.00005
-20.020 0.00002
-19.409 0.00007
-18.799 0.00006
-18.188 0.00001
-17.578 0.00005
-16.968 0.00005
-16.357 0.00006
-15.747 0.00006
-15.137 0.00007
-14.526 0.00008
-13.916 0.00010
-13.306 0.00003
-12.695 0.00004
-12.085 0.00004
-11.475 0.00013
-10.864 0.00011
-10.254 0.00008
-9.644 0.00003
-9.033 0.00006
-8.423 0.00012
-7.812 0.00011
-7.202 0.00009
-6.592 0.00008
-5.981 0.00012
-5.371 0.00014
-4.761 0.00019
-4.150 0.00014
-3.540 0.00024
-2.930 0.00024
-2.319 0.00032
-1.709 0.00038
-1.099 0.00048
-0.488 0.00048
0.122 0.00016
0.732 0.00078
1.343 0.00053
1.953 0.00030
2.563 0.00028
3.174 0.00022
3.784 0.00019
4.395 0.00018
5.005 0.00020
5.615 0.00014
6.226 0.00019
6.836 0.00015
7.446 0.00008
8.057 0.00011
8.667 0.00015
9.277 0.00011
9.888 0.00011
10.498 0.00008
11.108 0.00016
11.719 0.00007
12.329 0.00014
12.939 0.00013
13.550 0.00011
14.160 0.00009
14.771 0.00012
15.381 0.00009
15.991 0.00007
16.602 0.00007
17.212 0.00012
17.822 0.00008
18.433 0.00006
19.043 0.00004
19.653 0.00008
20.264 0.00010
20.874 0.00009
21.484 0.00006
22.095 0.00010
22.705 0.00007
23.315 0.00005
23.926 0.00009
24.536 0.00013
25.146 0.00007
25.757 0.00005
26.367 0.00008
26.978 0.00005
27.588 0.00004
28.198 0.00004
28.809 0.00007
29.419 0.00004
30.029 0.00008
30.640 0.00007
31.250 0.00006
31.860 0.00004
32.471 0.00007
33.081 0.00004
33.691 0.00003
34.302 0.00004
34.912 0.00005
35.522 0.00007
36.133 0.00004
36.743 0.00002
37.354 0.00009
37.964 0.00007
38.574 0.00009
39.185 0.00006
39.795 0.00006
40.405 0.00006
41.016 0.00007
41.626 0.00001
42.236 0.00005
42.847 0.00004
43.457 0.00005
44.067 0.00006
44.678 0.00004
45.288 0.00003
45.898 0.00007
46.509 0.00002
47.119 0.00006
47.729 0.00004
48.340 0.00002
48.950 0.00001
49.561 0.00005
50.171 0.00001
50.781 0.00005
51.392 0.00002
52.002 0.00004
52.612 0.00008
53.223 0.00001
53.833 0.00003
54.443 0.00002
55.054 0.00004
55.664 0.00005
56.274 0.00003
56.885 0.00002
57.495 0.00007
58.105 0.00006
58.716 0.00003
59.326 0.00002
59.937 0.00003
60.547 0.00002
61.157 0.00005
61.768 0.00005
62.378 0.00002
62.988 0.00000
63.599 0.00003
64.209 0.00004
64.819 0.00002
65.430 0.00004
66.040 0.00005
66.650 0.00001
67.261 0.00003
67.871 0.00003
68.481 0.00004
69.092 0.00001
69.702 0.00002
70.312 0.00002
70.923 0.00003
71.533 0.00003
72.144 0.00003
72.754 0.00000
73.364 0.00002
73.975 0.00004
74.585 0.00002
75.195 0.00002
75.806 0.00005
76.416 0.00003
77.026 0.00002
77.637 0.00002
78.247 0.00003
78.857 0.00005
79.468 0.00009
